CustomerID,LastPurchaseDate,Frequency,Monetary,Recency,R_Score,F_Score,M_Score
17062.0,2011-01-30T11:01:00.000,4,538.37,313,1,1,2
15898.0,2011-12-08T15:23:00.000,5,1388.8800000000003,1,3,2,3
18058.0,2011-11-30T08:38:00.000,1,170.16,9,3,1,1
13763.0,2011-10-07T15:13:00.000,1,1714.9599999999998,63,2,1,3
18184.0,2011-11-24T15:28:00.000,1,49.8,15,3,1,1
15372.0,2011-07-25T16:39:00.000,1,2007.4,137,1,1,3
12967.0,2010-12-16T19:10:00.000,2,1660.9,358,1,1,3
18263.0,2011-11-14T09:00:00.000,3,1213.16,25,3,1,3
12521.0,2011-07-20T10:51:00.000,1,599.6800000000001,142,1,1,2
13430.0,2011-11-21T08:19:00.000,2,679.45,18,3,1,2
14014.0,2011-09-23T13:18:00.000,1,505.18000000000006,77,2,1,2
13161.0,2011-01-30T14:03:00.000,1,112.75,313,1,1,1
17879.0,2011-06-19T12:36:00.000,1,178.51999999999998,173,1,1,1
12394.0,2011-10-07T08:08:00.000,2,1272.48,63,2,1,3
14959.0,2011-10-06T18:23:00.000,4,695.4200000000001,64,2,1,2
18210.0,2011-12-08T11:02:00.000,6,2621.38,1,3,2,3
13458.0,2011-12-02T15:29:00.000,14,9646.57,7,3,2,3
17063.0,2011-11-18T16:19:00.000,7,1461.1400000000003,21,3,2,3
14306.0,2011-10-19T13:23:00.000,2,2093.3199999999997,51,2,1,3
13846.0,2011-11-15T12:07:00.000,3,865.0600000000002,24,3,1,2
16208.0,2011-10-26T11:36:00.000,2,664.26,44,2,1,2
17708.0,2011-06-05T10:12:00.000,2,267.08,187,1,1,1
14756.0,2011-11-24T18:13:00.000,1,738.9599999999998,15,3,1,2
14009.0,2011-05-25T15:47:00.000,2,695.6099999999999,198,1,1,2
13496.0,2011-11-29T10:58:00.000,2,653.33,10,3,1,2
12830.0,2011-11-02T11:54:00.000,6,6814.639999999999,37,2,2,3
17070.0,2011-08-17T17:01:00.000,1,312.13999999999993,114,1,1,2
16800.0,2011-11-28T14:06:00.000,1,1201.4900000000002,11,3,1,3
17343.0,2010-12-19T15:07:00.000,1,193.63999999999996,355,1,1,1
16056.0,2011-10-25T15:19:00.000,1,664.85,45,2,1,2
15398.0,2011-11-23T16:47:00.000,2,1345.53,16,3,1,3
12600.0,2011-11-11T10:29:00.000,10,2599.0400000000004,28,3,2,3
17675.0,2011-12-08T18:03:00.000,31,20374.28,1,3,3,3
13212.0,2011-11-20T12:40:00.000,3,788.0799999999998,19,3,1,2
15953.0,2011-11-24T15:32:00.000,8,1659.38,15,3,2,3
16539.0,2011-12-07T08:41:00.000,4,1388.81,2,3,1,3
16222.0,2011-01-25T13:38:00.000,1,846.7200000000007,318,1,1,2
13871.0,2011-11-17T10:49:00.000,13,6403.25,22,3,2,3
15113.0,2011-11-30T08:23:00.000,3,3609.3300000000004,9,3,1,3
15707.0,2011-11-04T14:35:00.000,4,945.5799999999999,35,2,1,2
15823.0,2010-12-02T15:08:00.000,1,15.0,372,1,1,1
15567.0,2011-11-21T10:48:00.000,1,186.01000000000002,18,3,1,1
13929.0,2011-06-23T15:26:00.000,2,842.65,169,1,1,2
17060.0,2011-03-18T13:27:00.000,1,234.24,266,1,1,1
17881.0,2011-02-08T17:16:00.000,1,133.35000000000002,304,1,1,1
14566.0,2011-08-21T11:05:00.000,1,1432.0,110,1,1,3
17024.0,2011-10-25T13:47:00.000,3,95.85,45,2,1,1
15156.0,2011-12-08T18:22:00.000,3,961.49,1,3,1,2
18126.0,2011-10-10T12:19:00.000,1,206.83000000000007,60,2,1,1
16036.0,2011-09-13T14:53:00.000,2,758.9200000000001,87,2,1,2
14660.0,2011-09-14T11:34:00.000,2,285.74,86,2,1,1
14208.0,2011-09-06T12:48:00.000,1,151.73999999999998,94,1,1,1
13927.0,2011-09-26T12:00:00.000,1,348.99,74,2,1,2
13849.0,2011-10-19T10:59:00.000,2,1537.9499999999998,51,2,1,3
17400.0,2011-08-05T15:38:00.000,5,2129.9599999999996,126,1,2,3
15950.0,2011-11-08T11:09:00.000,4,1765.5100000000002,31,2,1,3
12775.0,2011-11-22T16:33:00.000,5,1386.04,17,3,2,3
14565.0,2011-09-05T09:07:00.000,4,3099.12,95,1,1,3
12667.0,2011-10-12T17:00:00.000,1,620.13,58,2,1,2
17863.0,2011-10-11T13:45:00.000,6,3159.9999999999995,59,2,2,3
15017.0,2011-11-06T10:33:00.000,1,125.58000000000003,33,2,1,1
15910.0,2011-12-09T10:51:00.000,8,1232.18,0,3,2,3
15674.0,2011-09-27T15:17:00.000,5,2446.6,73,2,2,3
12581.0,2011-10-31T08:56:00.000,1,197.70999999999998,39,2,1,1
17298.0,2011-08-30T16:43:00.000,2,498.4200000000001,101,1,1,2
15100.0,2011-01-10T10:35:00.000,3,875.9999999999999,333,1,1,2
14640.0,2011-11-15T13:07:00.000,6,2125.08,24,3,2,3
14048.0,2011-02-07T14:53:00.000,1,409.9299999999999,305,1,1,2
14353.0,2011-05-08T16:06:00.000,1,90.6,215,1,1,1
12856.0,2011-12-02T10:52:00.000,6,2179.93,7,3,2,3
16550.0,2011-08-23T11:12:00.000,5,2298.97,108,1,2,3
17923.0,2011-03-02T15:15:00.000,1,207.50000000000003,282,1,1,1
14171.0,2011-09-02T16:43:00.000,1,363.78999999999996,98,1,1,2
15428.0,2011-11-24T16:54:00.000,1,93.78,15,3,1,1
15149.0,2011-07-29T10:58:00.000,1,520.8,133,1,1,2
14270.0,2011-01-12T09:33:00.000,1,492.6499999999999,331,1,1,2
17248.0,2011-08-11T13:34:00.000,1,318.65000000000003,120,1,1,2
14165.0,2011-03-09T12:39:00.000,1,122.53999999999999,275,1,1,1
15099.0,2011-09-16T13:13:00.000,1,410.48,84,2,1,2
14815.0,2011-11-03T11:36:00.000,2,778.5,36,2,1,2
17138.0,2011-03-09T11:54:00.000,1,380.5,275,1,1,2
13284.0,2011-01-13T09:23:00.000,1,201.19,330,1,1,1
17263.0,2011-05-15T14:32:00.000,1,63.440000000000005,208,1,1,1
16573.0,2011-09-16T09:13:00.000,2,663.6099999999999,84,2,1,2
13435.0,2011-12-04T14:45:00.000,7,3809.89,5,3,2,3
15996.0,2011-09-12T15:14:00.000,6,1060.68,88,2,2,3
17811.0,2011-12-05T13:46:00.000,39,7837.7300000000005,4,3,3,3
12517.0,2011-11-11T14:04:00.000,5,2502.84,28,3,2,3
13719.0,2011-11-24T15:26:00.000,5,1041.6799999999998,15,3,2,3
13505.0,2011-09-28T11:56:00.000,4,4393.63,72,2,1,3
15498.0,2011-12-07T12:48:00.000,27,13316.399999999998,2,3,3,3
12481.0,2011-11-17T08:29:00.000,10,5596.32,22,3,2,3
16265.0,2011-11-30T16:41:00.000,9,5447.0,9,3,2,3
18059.0,2011-11-16T16:49:00.000,3,306.46000000000004,23,3,1,2
17634.0,2011-11-03T13:09:00.000,9,2361.9700000000007,36,2,2,3
13744.0,2011-09-05T15:19:00.000,2,1156.3600000000001,95,1,1,3
12690.0,2011-05-18T09:09:00.000,1,389.00999999999993,205,1,1,2
13577.0,2011-11-14T15:19:00.000,4,1687.6,25,3,1,3
14910.0,2011-12-07T10:06:00.000,4,434.35,2,3,1,2
16653.0,2011-11-23T14:51:00.000,2,1212.6600000000003,16,3,1,3
13573.0,2011-10-20T14:33:00.000,2,294.4,50,2,1,1
12414.0,2011-05-06T14:51:00.000,3,562.4100000000001,217,1,1,2
16697.0,2011-04-12T17:12:00.000,1,112.75000000000001,241,1,1,1
18251.0,2011-09-13T15:03:00.000,1,4314.719999999999,87,2,1,3
14027.0,2011-10-10T09:01:00.000,1,104.82000000000002,60,2,1,1
12585.0,2011-04-19T13:39:00.000,2,2040.1,234,1,1,3
16818.0,2011-11-29T10:41:00.000,11,3349.5699999999997,10,3,2,3
15622.0,2011-10-27T16:44:00.000,9,3709.5599999999995,43,2,2,3
12383.0,2011-06-08T08:02:00.000,5,1850.56,184,1,2,3
17523.0,2011-11-28T13:20:00.000,4,652.74,11,3,1,2
12424.0,2011-06-30T12:06:00.000,2,1760.9600000000003,162,1,1,3
17562.0,2011-11-25T14:21:00.000,7,1122.38,14,3,2,3
16746.0,2011-12-05T12:33:00.000,18,6697.660000000002,4,3,2,3
13414.0,2011-07-29T11:45:00.000,3,1390.5,133,1,1,3
17339.0,2011-09-06T13:29:00.000,2,243.36,94,1,1,1
15981.0,2011-11-15T08:00:00.000,8,3408.4800000000005,24,3,2,3
15535.0,2011-06-19T16:02:00.000,4,536.4,173,1,1,2
14985.0,2011-05-25T14:29:00.000,2,296.74999999999994,198,1,1,1
15355.0,2011-11-10T13:44:00.000,2,277.05,29,3,1,1
17896.0,2011-11-16T13:59:00.000,1,256.32,23,3,1,1
15829.0,2011-09-01T16:45:00.000,2,636.1400000000001,99,1,1,2
13370.0,2010-12-03T10:26:00.000,1,754.8700000000003,371,1,1,2
17166.0,2011-11-01T09:46:00.000,2,206.33999999999997,38,2,1,1
16349.0,2011-02-22T12:40:00.000,1,53.5,290,1,1,1
15349.0,2011-07-04T16:06:00.000,2,473.8099999999999,158,1,1,2
15803.0,2011-10-19T14:56:00.000,1,415.82,51,2,1,2
15843.0,2011-02-09T10:19:00.000,1,118.95,303,1,1,1
14886.0,2011-04-01T08:56:00.000,1,364.80000000000007,252,1,1,2
18233.0,2011-01-18T08:44:00.000,1,440.0,325,1,1,2
16271.0,2011-12-07T12:45:00.000,5,1429.24,2,3,2,3
16948.0,2011-07-24T12:46:00.000,3,435.02000000000004,138,1,1,2
16945.0,2011-11-18T11:39:00.000,19,4345.500000000001,21,3,2,3
16150.0,2011-10-28T12:39:00.000,5,2053.0200000000004,42,2,2,3
17649.0,2011-07-24T15:53:00.000,1,868.49,138,1,1,2
14690.0,2011-10-26T15:39:00.000,2,371.7,44,2,1,2
12616.0,2011-09-05T15:17:00.000,2,713.3,95,1,1,2
15521.0,2011-10-30T13:42:00.000,8,3000.2000000000003,40,2,2,3
15886.0,2011-10-10T14:25:00.000,1,181.09,60,2,1,1
17031.0,2011-11-28T10:23:00.000,2,380.35,11,3,1,2
15253.0,2011-11-23T16:22:00.000,5,918.2,16,3,2,2
17320.0,2011-08-31T13:31:00.000,3,1200.62,100,1,1,3
17193.0,2011-11-04T12:47:00.000,7,1699.3,35,2,2,3
13634.0,2011-11-06T13:40:00.000,5,1575.1599999999996,33,2,2,3
17262.0,2011-10-18T12:56:00.000,5,1253.3600000000001,52,2,2,3
13673.0,2011-11-21T12:11:00.000,2,396.91999999999996,18,3,1,2
15471.0,2011-12-07T14:12:00.000,1,469.47999999999985,2,3,1,2
16193.0,2011-04-17T11:45:00.000,1,314.45,236,1,1,2
15667.0,2011-10-31T10:56:00.000,1,301.32000000000005,39,2,1,2
15669.0,2011-10-30T16:03:00.000,4,684.34,40,2,1,2
15405.0,2011-06-03T14:44:00.000,1,349.1,189,1,1,2
17805.0,2011-09-27T11:49:00.000,1,512.31,73,2,1,2
15445.0,2011-03-20T15:06:00.000,1,113.5,264,1,1,1
17514.0,2011-08-03T15:45:00.000,1,208.65,128,1,1,1
12471.0,2011-12-07T15:43:00.000,30,19824.050000000003,2,3,3,3
17203.0,2011-11-04T12:27:00.000,6,3563.8499999999995,35,2,2,3
17874.0,2011-06-07T12:54:00.000,6,683.46,185,1,2,2
16330.0,2011-11-22T12:24:00.000,3,251.90999999999997,17,3,1,1
13023.0,2011-10-06T16:27:00.000,2,689.9000000000001,64,2,1,2
13617.0,2011-10-30T13:50:00.000,3,544.1800000000001,40,2,1,2
16985.0,2011-11-22T13:33:00.000,10,5464.12,17,3,2,3
18196.0,2011-09-05T16:22:00.000,2,689.1300000000001,95,1,1,2
15608.0,2011-11-11T13:20:00.000,4,1093.6799999999998,28,3,1,3
13259.0,2011-10-09T10:48:00.000,1,292.3199999999999,61,2,1,1
18001.0,2011-11-27T16:02:00.000,2,417.23,12,3,1,2
18282.0,2011-12-02T11:43:00.000,2,178.05,7,3,1,1
16665.0,2010-12-12T14:03:00.000,1,135.4,362,1,1,1
14816.0,2011-05-26T13:16:00.000,1,271.85,197,1,1,1
12639.0,2011-04-15T12:48:00.000,1,486.1,238,1,1,2
16610.0,2011-05-04T13:13:00.000,1,75.66,219,1,1,1
15303.0,2011-02-22T13:59:00.000,1,574.02,290,1,1,2
16178.0,2011-07-24T16:05:00.000,1,197.90000000000003,138,1,1,1
16659.0,2011-06-03T15:03:00.000,1,39.12,189,1,1,1
18077.0,2011-12-01T13:32:00.000,11,2633.01,8,3,2,3
15584.0,2011-11-16T10:55:00.000,4,725.1099999999999,23,3,1,2
12583.0,2011-12-07T08:07:00.000,15,7281.38,2,3,2,3
17555.0,2011-11-20T12:22:00.000,2,483.26,19,3,1,2
18167.0,2011-11-16T15:56:00.000,3,1384.8600000000001,23,3,1,3
14038.0,2011-09-22T13:37:00.000,3,1560.38,78,2,1,3
13809.0,2011-02-07T13:15:00.000,1,155.05,305,1,1,1
18200.0,2011-08-25T18:45:00.000,1,163.8,106,1,1,1
15705.0,2011-05-22T15:37:00.000,1,143.10000000000002,201,1,1,1
15802.0,2011-07-20T11:38:00.000,1,451.42,142,1,1,2
13979.0,2011-09-27T13:32:00.000,1,869.8700000000001,73,2,1,2
13270.0,2010-12-08T14:53:00.000,1,590.0,366,1,1,2
14368.0,2011-01-24T09:52:00.000,1,155.00000000000003,319,1,1,1
15411.0,2011-11-13T15:19:00.000,4,1358.8799999999999,26,3,1,3
15291.0,2011-11-14T11:02:00.000,15,4668.3,25,3,2,3
13015.0,2011-10-17T13:19:00.000,5,3346.2799999999997,53,2,2,3
14141.0,2011-12-07T09:53:00.000,4,915.1300000000001,2,3,1,2
12700.0,2011-12-02T10:47:00.000,4,4939.989999999999,7,3,1,3
13629.0,2011-11-16T13:21:00.000,11,7792.36,23,3,2,3
14805.0,2011-11-24T16:20:00.000,4,554.6499999999999,15,3,1,2
17525.0,2010-12-15T12:05:00.000,1,422.70000000000005,359,1,1,2
12562.0,2011-12-01T17:20:00.000,7,3781.74,8,3,2,3
12365.0,2011-02-21T14:04:00.000,2,641.38,291,1,1,2
17358.0,2011-02-09T16:57:00.000,2,365.84999999999997,303,1,1,2
16531.0,2011-11-17T16:29:00.000,7,1244.5900000000001,22,3,2,3
17886.0,2011-11-08T10:09:00.000,3,899.6099999999999,31,2,1,2
13037.0,2011-07-24T15:46:00.000,3,881.0699999999999,138,1,1,2
16201.0,2011-12-06T16:02:00.000,4,1863.47,3,3,1,3
13095.0,2011-09-30T12:03:00.000,1,74.4,70,2,1,1
14145.0,2011-10-24T12:10:00.000,4,3742.2,46,2,1,3
12473.0,2011-11-10T13:46:00.000,5,3938.55,29,3,2,3
14934.0,2011-09-19T10:10:00.000,2,1890.9400000000005,81,2,1,3
16773.0,2011-10-13T14:37:00.000,1,171.59,57,2,1,1
18027.0,2011-09-02T10:38:00.000,1,115.30999999999999,98,1,1,1
13515.0,2011-09-28T11:26:00.000,4,891.12,72,2,1,2
15402.0,2011-07-14T12:17:00.000,2,626.77,148,1,1,2
16402.0,2011-03-20T12:25:00.000,2,299.5999999999999,264,1,1,1
14529.0,2011-10-10T15:27:00.000,3,620.04,60,2,1,2
15748.0,2011-10-30T12:51:00.000,1,149.30999999999995,40,2,1,1
18015.0,2011-12-05T14:49:00.000,1,120.03,4,3,1,1
13603.0,2011-11-13T15:57:00.000,1,164.34,26,3,1,1
13484.0,2011-04-12T16:30:00.000,1,313.79999999999995,241,1,1,2
15247.0,2011-08-09T12:52:00.000,1,356.0,122,1,1,2
18092.0,2011-12-07T13:14:00.000,11,9068.259999999998,2,3,2,3
12673.0,2011-12-04T13:55:00.000,2,610.52,5,3,1,2
12437.0,2011-12-08T11:35:00.000,18,4951.409999999999,1,3,2,3
17693.0,2011-07-25T15:48:00.000,1,200.47,137,1,1,1
14282.0,2011-12-06T17:04:00.000,15,3729.34,3,3,2,3
13297.0,2011-12-02T09:32:00.000,4,2089.8500000000004,7,3,1,3
14851.0,2011-11-16T14:20:00.000,2,511.34999999999997,23,3,1,2
17211.0,2011-11-13T12:03:00.000,8,2317.2200000000003,26,3,2,3
13427.0,2011-11-20T13:02:00.000,3,582.6,19,3,1,2
12842.0,2011-09-30T15:33:00.000,2,1118.99,70,2,1,3
16460.0,2011-11-11T13:46:00.000,3,814.7199999999999,28,3,1,2
16347.0,2011-11-28T13:14:00.000,2,887.6500000000001,11,3,1,2
13026.0,2011-12-08T16:58:00.000,5,975.36,1,3,2,2
14484.0,2011-10-20T14:11:00.000,1,321.91999999999996,50,2,1,2
18133.0,2011-05-11T14:14:00.000,1,931.4999999999999,212,1,1,2
16581.0,2011-06-10T10:05:00.000,1,105.84,182,1,1,1
12356.0,2011-11-17T08:40:00.000,3,2811.4300000000003,22,3,1,3
14067.0,2011-10-07T10:21:00.000,2,374.70000000000005,63,2,1,2
12802.0,2011-06-06T09:36:00.000,1,427.5799999999999,186,1,1,2
13417.0,2011-12-05T08:49:00.000,2,640.83,4,3,1,2
13127.0,2011-09-23T10:26:00.000,1,259.16999999999996,77,2,1,1
17737.0,2011-11-30T15:16:00.000,2,168.24,9,3,1,1
14476.0,2011-03-27T15:39:00.000,1,215.7,257,1,1,1
12379.0,2011-09-19T10:09:00.000,2,852.24,81,2,1,2
14105.0,2011-04-14T17:58:00.000,1,1266.2300000000002,239,1,1,3
13598.0,2011-10-23T14:28:00.000,1,180.1700000000001,47,2,1,1
16423.0,2011-11-15T09:21:00.000,1,346.12,24,3,1,2
17949.0,2011-12-08T18:46:00.000,45,58510.48,1,3,3,3
14060.0,2011-12-05T12:29:00.000,19,6140.420000000001,4,3,2,3
13842.0,2011-10-12T10:51:00.000,9,3385.62,58,2,2,3
14800.0,2011-10-23T12:46:00.000,12,4339.74,47,2,2,3
16365.0,2011-11-22T11:24:00.000,9,1540.4199999999998,17,3,2,3
13949.0,2011-12-07T09:35:00.000,6,2427.32,2,3,2,3
13384.0,2011-11-09T11:04:00.000,7,4151.929999999999,30,3,2,3
16434.0,2011-11-10T14:28:00.000,7,1522.25,29,3,2,3
13083.0,2011-12-05T15:01:00.000,2,303.75,4,3,1,2
17502.0,2011-11-30T13:13:00.000,4,689.1000000000001,9,3,1,2
13514.0,2011-09-27T09:39:00.000,1,152.20000000000002,73,2,1,1
12950.0,2011-12-07T13:17:00.000,3,1843.0,2,3,1,3
17765.0,2011-07-04T12:41:00.000,3,371.8800000000001,158,1,1,2
13034.0,2011-10-16T12:21:00.000,2,642.7700000000001,54,2,1,2
17764.0,2011-10-20T11:03:00.000,2,818.8199999999999,50,2,1,2
13302.0,2011-07-07T17:56:00.000,1,63.75,155,1,1,1
15075.0,2011-09-23T12:27:00.000,1,773.0300000000002,77,2,1,2
15725.0,2011-11-24T14:51:00.000,1,415.2500000000001,15,3,1,2
16127.0,2011-10-31T13:58:00.000,1,656.2500000000001,39,2,1,2
16344.0,2011-07-04T15:50:00.000,1,101.10000000000001,158,1,1,1
16814.0,2011-11-25T13:27:00.000,21,6509.1,14,3,3,3
13995.0,2011-11-24T14:22:00.000,5,1393.69,15,3,2,3
16936.0,2011-11-14T11:04:00.000,1,262.68,25,3,1,1
16779.0,2011-12-07T14:54:00.000,22,10629.720000000001,2,3,3,3
13379.0,2011-11-13T13:45:00.000,3,572.56,26,3,1,2
13808.0,2011-12-04T12:18:00.000,5,1747.6599999999999,5,3,2,3
17535.0,2011-03-04T15:20:00.000,1,164.39999999999998,280,1,1,1
13899.0,2011-11-23T13:40:00.000,2,388.52000000000004,16,3,1,2
15706.0,2011-10-07T10:09:00.000,4,1060.56,63,2,1,3
13081.0,2011-11-28T10:54:00.000,11,28337.379999999994,11,3,2,3
15690.0,2011-12-05T15:59:00.000,2,239.76,4,3,1,1
13471.0,2011-12-08T15:44:00.000,4,2531.58,1,3,1,3
13122.0,2011-09-06T15:53:00.000,2,922.3900000000002,94,1,1,2
17856.0,2011-12-08T09:40:00.000,4,1418.0300000000002,1,3,1,3
16473.0,2011-06-28T09:10:00.000,3,316.11,164,1,1,2
17962.0,2011-07-20T14:16:00.000,1,102.82999999999998,142,1,1,1
12833.0,2011-07-17T13:46:00.000,1,417.37999999999994,145,1,1,2
17942.0,2011-12-02T10:45:00.000,1,77.50000000000001,7,3,1,1
14972.0,2011-08-03T14:54:00.000,1,114.77000000000002,128,1,1,1
14397.0,2011-12-07T09:22:00.000,19,2612.9600000000005,2,3,2,3
15125.0,2011-11-14T13:57:00.000,15,11528.480000000003,25,3,2,3
17870.0,2011-12-07T15:07:00.000,12,1894.3500000000001,2,3,2,3
16620.0,2011-12-06T12:19:00.000,2,178.96,3,3,1,1
18219.0,2011-12-07T11:43:00.000,10,2069.7700000000004,2,3,2,3
15877.0,2011-12-08T11:53:00.000,2,493.28,1,3,1,2
12637.0,2011-10-03T13:46:00.000,8,6021.899999999999,67,2,2,3
13183.0,2011-12-02T10:30:00.000,9,3957.7800000000007,7,3,2,3
13856.0,2011-06-24T10:03:00.000,3,388.5,168,1,1,2
18180.0,2011-12-05T08:39:00.000,6,1843.75,4,3,2,3
16033.0,2011-12-04T12:44:00.000,20,8816.400000000001,5,3,3,3
16477.0,2011-10-07T09:44:00.000,7,2494.4600000000005,63,2,2,3
14710.0,2011-11-25T14:53:00.000,4,606.1299999999999,14,3,1,2
16156.0,2011-12-01T12:42:00.000,9,3122.04,8,3,2,3
14689.0,2011-05-15T11:22:00.000,1,112.80000000000001,208,1,1,1
17604.0,2011-05-06T13:43:00.000,2,309.36,217,1,1,2
18068.0,2011-02-23T14:50:00.000,1,101.69999999999999,289,1,1,1
17311.0,2011-09-22T14:11:00.000,2,1384.85,78,2,1,3
12461.0,2011-09-06T16:57:00.000,2,826.8800000000001,94,1,1,2
17595.0,2011-11-27T16:08:00.000,2,388.78999999999996,12,3,1,2
14093.0,2011-11-27T16:27:00.000,1,442.8499999999999,12,3,1,2
13369.0,2010-12-09T11:30:00.000,1,308.28000000000003,365,1,1,2
12703.0,2011-09-29T17:52:00.000,1,283.54999999999995,71,2,1,1
17499.0,2011-02-23T09:14:00.000,1,622.88,289,1,1,2
17218.0,2011-12-05T13:52:00.000,10,1960.72,4,3,2,3
16509.0,2011-02-16T09:25:00.000,1,363.7,296,1,1,2
13089.0,2011-12-07T09:02:00.000,97,58825.830000000016,2,3,3,3
14121.0,2011-12-06T12:19:00.000,4,2780.1499999999996,3,3,1,3
15339.0,2011-10-04T12:51:00.000,2,574.0699999999999,66,2,1,2
16170.0,2011-10-20T08:21:00.000,6,1885.0500000000002,50,2,2,3
12854.0,2011-09-22T12:15:00.000,3,1324.5,78,2,1,3
17442.0,2011-11-03T09:17:00.000,6,2248.56,36,2,2,3
12657.0,2011-11-28T15:47:00.000,4,1643.18,11,3,1,3
15763.0,2011-11-08T09:44:00.000,2,1086.92,31,2,1,3
12630.0,2011-11-30T10:48:00.000,2,1270.88,9,3,1,3
17650.0,2011-11-18T14:52:00.000,1,166.07999999999998,21,3,1,1
16112.0,2011-07-19T14:28:00.000,4,195.74,143,1,1,1
12401.0,2011-02-09T13:50:00.000,1,84.3,303,1,1,1
14585.0,2011-10-20T14:33:00.000,1,157.05,50,2,1,1
13368.0,2011-03-28T09:59:00.000,2,623.4,256,1,1,2
16354.0,2011-10-07T14:28:00.000,2,395.79999999999995,63,2,1,2
15230.0,2011-04-14T14:39:00.000,2,429.6,239,1,1,2
12587.0,2011-12-02T12:47:00.000,1,144.0,7,3,1,1
13040.0,2011-12-01T10:38:00.000,2,676.99,8,3,1,2
13403.0,2011-11-22T08:28:00.000,1,75.0,17,3,1,1
16124.0,2011-01-26T14:45:00.000,1,249.0,317,1,1,1
16015.0,2011-12-06T10:58:00.000,3,705.3900000000002,3,3,1,2
16023.0,2011-10-24T16:34:00.000,3,719.8100000000001,46,2,1,2
17569.0,2011-01-11T14:15:00.000,1,344.13999999999993,332,1,1,2
13301.0,2011-08-28T11:25:00.000,4,618.09,103,1,1,2
